pair	IBD1_len	IBD2_len	R1	R2	Num_Segs	Total_len	target1	target2	real_kinship	kinship	kinship_considered_hs
[27-1_vs_42-2]	8.426971	0	1.0	0.0	1	8.426971	unrelated	unrelated		UN	UN
[27-1_vs_43-1]	36.546026	0	1.0	0.0	4	36.546026	unrelated	unrelated		UN	UN
[27-1_vs_43-2]	30.08235	0	1.0	0.0	3	30.08235	unrelated	unrelated		UN	UN
[27-1_vs_45-1]	23.455038	0	1.0	0.0	3	23.455038	unrelated	unrelated		UN	UN
[27-1_vs_46-1]	14.921364	0	1.0	0.0	2	14.921364	unrelated	unrelated		UN	UN
[27-1_vs_46-2]	13.975514	0	1.0	0.0	2	13.975514	unrelated	unrelated		UN	UN
[27-1_vs_47-1]	6.087852	0	1.0	0.0	1	6.087852	unrelated	unrelated		UN	UN
[27-1_vs_47-2]	6.087852	0	1.0	0.0	1	6.087852	unrelated	unrelated		UN	UN
[27-1_vs_48-1]	28.107479	0	1.0	0.0	3	28.107479	unrelated	unrelated		UN	UN
[27-1_vs_48-2]	30.666958	0	1.0	0.0	3	30.666958	unrelated	unrelated		UN	UN
[27-1_vs_49-1]	13.214432	0	1.0	0.0	2	13.214432	unrelated	unrelated		UN	UN
[27-1_vs_49-2]	13.214432	0	1.0	0.0	2	13.214432	unrelated	unrelated		UN	UN
[28-1_vs_29-1]	842.236925	0	1.0	0.0	71	842.236925	50.0	P-C		UN	UN
[28-1_vs_29-2]	899.73763	0	1.0	0.0	79	899.73763	unrelated	unrelated		UN	UN
[28-1_vs_30-1]	38.661716	0	1.0	0.0	4	38.661716	0.0	UL		UN	UN
[28-1_vs_30-2]	32.573864	0	1.0	0.0	3	32.573864	unrelated	unrelated		UN	UN
[28-1_vs_31-1]	16.31712	0	1.0	0.0	1	16.31712	unrelated	unrelated		UN	UN
[28-1_vs_31-2]	16.31712	0	1.0	0.0	1	16.31712	unrelated	unrelated		UN	UN
[28-1_vs_32-2]	8.790085	0	1.0	0.0	1	8.790085	unrelated	unrelated		UN	UN
[28-1_vs_33-1]	29.674187	0	1.0	0.0	3	29.674187	unrelated	unrelated		UN	UN
[28-1_vs_33-2]	23.192643	0	1.0	0.0	2	23.192643	unrelated	unrelated		UN	UN
[28-1_vs_34-1]	18.775181	0	1.0	0.0	2	18.775181	unrelated	unrelated		UN	UN
[28-1_vs_34-2]	18.631897	0	1.0	0.0	2	18.631897	unrelated	unrelated		UN	UN
[28-1_vs_35-2]	7.350418	0	1.0	0.0	1	7.350418	unrelated	unrelated		UN	UN
[28-1_vs_36-2]	6.806854	0	1.0	0.0	1	6.806854	unrelated	unrelated		UN	UN
[28-1_vs_37-2]	23.271446	0	1.0	0.0	2	23.271446	unrelated	unrelated		UN	UN
[28-1_vs_38-1]	21.825581	0	1.0	0.0	3	21.825581	unrelated	unrelated		UN	UN
[28-1_vs_38-2]	7.930527	0	1.0	0.0	1	7.930527	unrelated	unrelated		UN	UN
[28-1_vs_39-2]	16.721581	0	1.0	0.0	1	16.721581	unrelated	unrelated		UN	UN
[28-1_vs_40-1]	23.527618000000004	0	1.0	0.0	2	23.527618000000004	unrelated	unrelated		UN	UN
[28-1_vs_41-1]	26.10836	0	1.0	0.0	1	26.10836	unrelated	unrelated		UN	UN
[28-1_vs_41-2]	33.676296	0	1.0	0.0	2	33.676296	unrelated	unrelated		UN	UN
[28-1_vs_42-1]	6.806854	0	1.0	0.0	1	6.806854	unrelated	unrelated		UN	UN
[28-1_vs_43-1]	62.40212	0	1.0	0.0	5	62.40212	unrelated	unrelated		UN	UN
[28-1_vs_43-2]	62.47247900000001	0	1.0	0.0	5	62.47247900000001	unrelated	unrelated		UN	UN
[28-1_vs_44-1]	12.743515	0	1.0	0.0	2	12.743515	unrelated	unrelated		UN	UN
[28-1_vs_44-2]	12.743515	0	1.0	0.0	2	12.743515	unrelated	unrelated		UN	UN
[28-1_vs_45-1]	24.409594	0	1.0	0.0	3	24.409594	unrelated	unrelated		UN	UN
[28-1_vs_46-1]	22.612491	0	1.0	0.0	3	22.612491	unrelated	unrelated		UN	UN
[28-1_vs_46-2]	13.655788	0	1.0	0.0	2	13.655788	unrelated	unrelated		UN	UN
[28-1_vs_47-1]	6.929592	0	1.0	0.0	1	6.929592	unrelated	unrelated		UN	UN
[28-1_vs_47-2]	6.929592	0	1.0	0.0	1	6.929592	unrelated	unrelated		UN	UN
[28-1_vs_48-1]	23.818027	0	1.0	0.0	3	23.818027	unrelated	unrelated		UN	UN
[28-1_vs_48-2]	26.183101	0	1.0	0.0	3	26.183101	unrelated	unrelated		UN	UN
[28-1_vs_49-1]	6.806854	0	1.0	0.0	1	6.806854	unrelated	unrelated		UN	UN
[28-1_vs_49-2]	6.806854	0	1.0	0.0	1	6.806854	unrelated	unrelated		UN	UN
[29-1_vs_29-2]	3101.350852	0	1.0	0.0	24	3101.350852	unrelated	unrelated		UN	UN
[29-1_vs_30-1]	23.487312	0	1.0	0.0	2	23.487312	0.0	UL	UN	UN	UN
[29-1_vs_30-2]	23.487312	0	1.0	0.0	2	23.487312	unrelated	unrelated		UN	UN
[29-1_vs_31-1]	6.831688	0	1.0	0.0	1	6.831688	unrelated	unrelated	UN	UN	UN
[29-1_vs_31-2]	13.682457	0	1.0	0.0	2	13.682457	unrelated	unrelated		UN	UN
[29-1_vs_34-1]	8.650932	0	1.0	0.0	1	8.650932	unrelated	unrelated	UN	UN	UN
[29-1_vs_34-2]	23.04018	0	1.0	0.0	2	23.04018	unrelated	unrelated		UN	UN
[29-1_vs_36-2]	6.806854	0	1.0	0.0	1	6.806854	unrelated	unrelated		UN	UN
[29-1_vs_37-2]	6.136681	0	1.0	0.0	1	6.136681	unrelated	unrelated		UN	UN
[29-1_vs_38-1]	13.487099	0	1.0	0.0	2	13.487099	unrelated	unrelated	UN	UN	UN
[29-1_vs_38-2]	50.945191	0	1.0	0.0	4	50.945191	unrelated	unrelated		UN	UN
[29-1_vs_39-2]	6.009571	0	1.0	0.0	1	6.009571	unrelated	unrelated		UN	UN
[29-1_vs_41-1]	14.95347	0	1.0	0.0	2	14.95347	unrelated	unrelated	UN	UN	UN
[29-1_vs_41-2]	14.95347	0	1.0	0.0	2	14.95347	unrelated	unrelated		UN	UN
[29-1_vs_42-1]	7.42804	0	1.0	0.0	1	7.42804	unrelated	unrelated	UN	UN	UN
[29-1_vs_42-2]	7.42804	0	1.0	0.0	1	7.42804	unrelated	unrelated		UN	UN
[29-1_vs_43-1]	13.815498	0	1.0	0.0	2	13.815498	unrelated	unrelated	UN	UN	UN
[29-1_vs_43-2]	6.981079	0	1.0	0.0	1	6.981079	unrelated	unrelated		UN	UN
[29-1_vs_45-1]	15.163398	0	1.0	0.0	2	15.163398	unrelated	unrelated		UN	UN
[29-1_vs_47-1]	21.514992	0	1.0	0.0	3	21.514992	unrelated	unrelated	UN	UN	UN
[29-1_vs_47-2]	21.514992	0	1.0	0.0	3	21.514992	unrelated	unrelated		UN	UN
[29-1_vs_48-1]	25.015724	0	1.0	0.0	3	25.015724	unrelated	unrelated	UN	UN	UN
[29-1_vs_48-2]	8.543327	0	1.0	0.0	1	8.543327	unrelated	unrelated		UN	UN
[29-1_vs_49-1]	15.950569000000002	0	1.0	0.0	2	15.950569000000002	unrelated	unrelated	UN	UN	UN
[29-1_vs_49-2]	18.354561	0	1.0	0.0	2	18.354561	unrelated	unrelated		UN	UN
[29-2_vs_30-1]	33.283485	0	1.0	0.0	3	33.283485	unrelated	unrelated		UN	UN
[29-2_vs_30-2]	33.283485	0	1.0	0.0	3	33.283485	unrelated	unrelated		UN	UN
[29-2_vs_31-1]	6.495323	0	1.0	0.0	1	6.495323	unrelated	unrelated		UN	UN
[29-2_vs_31-2]	13.346093	0	1.0	0.0	2	13.346093	unrelated	unrelated		UN	UN
[29-2_vs_32-2]	13.703035	0	1.0	0.0	2	13.703035	unrelated	unrelated		UN	UN
[29-2_vs_34-1]	25.167077	0	1.0	0.0	3	25.167077	unrelated	unrelated		UN	UN
[29-2_vs_34-2]	27.523793	0	1.0	0.0	3	27.523793	unrelated	unrelated		UN	UN
[29-2_vs_36-2]	6.806854	0	1.0	0.0	1	6.806854	unrelated	unrelated		UN	UN
[29-2_vs_37-2]	6.136681	0	1.0	0.0	1	6.136681	unrelated	unrelated		UN	UN
[29-2_vs_38-1]	26.722955	0	1.0	0.0	3	26.722955	unrelated	unrelated		UN	UN
[29-2_vs_38-2]	47.414643	0	1.0	0.0	3	47.414643	unrelated	unrelated		UN	UN
[29-2_vs_40-1]	6.991085	0	1.0	0.0	1	6.991085	unrelated	unrelated		UN	UN
[29-2_vs_41-1]	14.95347	0	1.0	0.0	2	14.95347	unrelated	unrelated		UN	UN
[29-2_vs_41-2]	14.95347	0	1.0	0.0	2	14.95347	unrelated	unrelated		UN	UN
[29-2_vs_42-1]	7.42804	0	1.0	0.0	1	7.42804	unrelated	unrelated		UN	UN
[29-2_vs_42-2]	7.42804	0	1.0	0.0	1	7.42804	unrelated	unrelated		UN	UN
[29-2_vs_43-1]	13.815498	0	1.0	0.0	2	13.815498	unrelated	unrelated		UN	UN
[29-2_vs_43-2]	22.072258	0	1.0	0.0	3	22.072258	unrelated	unrelated		UN	UN
[29-2_vs_44-1]	6.552111	0	1.0	0.0	1	6.552111	unrelated	unrelated		UN	UN
[29-2_vs_44-2]	6.552111	0	1.0	0.0	1	6.552111	unrelated	unrelated		UN	UN
[29-2_vs_45-1]	23.420158	0	1.0	0.0	3	23.420158	unrelated	unrelated		UN	UN
[29-2_vs_47-1]	29.611932	0	1.0	0.0	4	29.611932	unrelated	unrelated		UN	UN
[29-2_vs_47-2]	29.611932	0	1.0	0.0	4	29.611932	unrelated	unrelated		UN	UN
[29-2_vs_48-1]	37.259847	0	1.0	0.0	4	37.259847	unrelated	unrelated		UN	UN
[29-2_vs_48-2]	37.527996	0	1.0	0.0	4	37.527996	unrelated	unrelated		UN	UN
[29-2_vs_49-1]	26.413395	0	1.0	0.0	3	26.413395	unrelated	unrelated		UN	UN
[29-2_vs_49-2]	28.817387	0	1.0	0.0	3	28.817387	unrelated	unrelated		UN	UN
[3-1_vs_10-1]	282.741596	0	1.0	0.0	28	282.741596	unrelated	unrelated	C-3a(FC)	4	4
[3-1_vs_10-2]	296.539227	0	1.0	0.0	30	296.539227	unrelated	unrelated		UN	UN
[3-1_vs_11-2]	329.215355	0	1.0	0.0	32	329.215355	unrelated	unrelated		UN	UN
[3-1_vs_12-1]	112.752562	0	1.0	0.0	11	112.752562	unrelated	unrelated	C-3a(FC)	4	4
[3-1_vs_12-2]	107.646611	0	1.0	0.0	11	107.646611	unrelated	unrelated		UN	UN
[3-1_vs_13-1]	67.156633	0	1.0	0.0	8	67.156633	unrelated	unrelated	C-3a(FC)	4	4
[3-1_vs_13-2]	52.065791	0	1.0	0.0	6	52.065791	unrelated	unrelated		UN	UN
[3-1_vs_14-1]	67.06225	0	1.0	0.0	6	67.06225	unrelated	unrelated	C-3a(FC)	4	4
[3-1_vs_14-2]	69.015428	0	1.0	0.0	6	69.015428	unrelated	unrelated		UN	UN
[3-1_vs_15-1]	516.988689	0	1.0	0.0	51	516.988689	unrelated	unrelated	HS	UN	UN
[3-1_vs_15-2]	511.528159	0	1.0	0.0	51	511.528159	unrelated	unrelated		UN	UN
[3-1_vs_16-1]	443.919484	0	1.0	0.0	37	443.919484	unrelated	unrelated	C-2(U-N)	3	3
[3-1_vs_16-2]	472.367568	0	1.0	0.0	41	472.367568	unrelated	unrelated		UN	UN
[3-1_vs_17-1]	278.80869	0	1.0	0.0	27	278.80869	unrelated	unrelated	C-2(U-N)_HS	UN	3
[3-1_vs_17-2]	289.52426	0	1.0	0.0	28	289.52426	unrelated	unrelated		UN	UN
[3-1_vs_18-1]	271.682968	0	1.0	0.0	26	271.682968	unrelated	unrelated	C-2(U-N)_HS	UN	3
[3-1_vs_18-2]	254.842672	0	1.0	0.0	24	254.842672	unrelated	unrelated		UN	UN
[3-1_vs_19-1]	474.20979	0	1.0	0.0	39	474.20979	unrelated	unrelated	C-2(U-N)	3	3
[3-1_vs_19-2]	451.797592	0	1.0	0.0	37	451.797592	unrelated	unrelated		UN	UN
[3-1_vs_20-1]	836.2779859999999	0	1.0	0.0	78	836.2779859999999	unrelated	unrelated	L-1(P-C)	1	1
[3-1_vs_20-2]	840.677241	0	1.0	0.0	79	840.677241	unrelated	unrelated		UN	UN
[3-1_vs_21-1]	959.329924	0	1.0	0.0	90	959.329924	unrelated	unrelated	L-1(P-C)	1	1
[3-1_vs_21-2]	959.398516	0	1.0	0.0	87	959.398516	unrelated	unrelated		UN	UN
[3-1_vs_22-1]	420.997121	0	1.0	0.0	35	420.997121	unrelated	unrelated	C-2(U-N)	3	3
[3-1_vs_22-2]	464.199146	0	1.0	0.0	38	464.199146	unrelated	unrelated		UN	UN
[3-1_vs_22-650-2-blood]	26.922318	0	1.0	0.0	2	26.922318	unrelated	unrelated		UN	UN
[3-1_vs_23-1]	407.566288	0	1.0	0.0	41	407.566288	unrelated	unrelated	C-2(U-N)	3	3
[3-1_vs_23-2]	422.502519	0	1.0	0.0	41	422.502519	unrelated	unrelated		UN	UN
[3-1_vs_24-1]	432.398031	0	1.0	0.0	42	432.398031	unrelated	unrelated	C-2(U-N)	3	3
[3-1_vs_24-2]	457.333804	0	1.0	0.0	44	457.333804	unrelated	unrelated		UN	UN
[3-1_vs_25-1]	407.045101	0	1.0	0.0	39	407.045101	unrelated	unrelated	C-2(U-N)	3	3
[3-1_vs_25-2]	369.150377	0	1.0	0.0	36	369.150377	unrelated	unrelated		UN	UN
[3-1_vs_26-1]	215.312854	0	1.0	0.0	16	215.312854	unrelated	unrelated		4	4
[3-1_vs_27-1]	498.928385	0	1.0	0.0	39	498.928385	unrelated	unrelated		2	2
[3-1_vs_28-1]	501.158005	0	1.0	0.0	51	501.158005	unrelated	unrelated		2	2
[3-1_vs_29-1]	19.323223	0	1.0	0.0	2	19.323223	unrelated	unrelated	UN	UN	UN
[3-1_vs_29-2]	24.647097	0	1.0	0.0	3	24.647097	unrelated	unrelated		UN	UN
[3-1_vs_3-2]	3101.350852	0	1.0	0.0	24	3101.350852	unrelated	unrelated		UN	UN
[3-1_vs_30-1]	6.616608	0	1.0	0.0	1	6.616608	unrelated	unrelated	UN	UN	UN
[3-1_vs_31-1]	14.870377	0	1.0	0.0	2	14.870377	unrelated	unrelated	UN	UN	UN
[3-1_vs_31-2]	14.870377	0	1.0	0.0	2	14.870377	unrelated	unrelated		UN	UN
[3-1_vs_32-2]	19.467968	0	1.0	0.0	1	19.467968	unrelated	unrelated		UN	UN
[3-1_vs_33-1]	46.569244	0	1.0	0.0	3	46.569244	unrelated	unrelated	UN	UN	UN
[3-1_vs_33-2]	46.925961	0	1.0	0.0	3	46.925961	unrelated	unrelated		UN	UN
[3-1_vs_34-1]	6.634357	0	1.0	0.0	1	6.634357	unrelated	unrelated	UN	UN	UN
[3-1_vs_34-2]	34.29208	0	1.0	0.0	2	34.29208	unrelated	unrelated		UN	UN
[3-1_vs_35-2]	8.734188	0	1.0	0.0	1	8.734188	unrelated	unrelated		UN	UN
[3-1_vs_37-1]	16.499313	0	1.0	0.0	2	16.499313	unrelated	unrelated	UN	UN	UN
[3-1_vs_37-2]	8.734188	0	1.0	0.0	1	8.734188	unrelated	unrelated		UN	UN
[3-1_vs_38-1]	44.054897	0	1.0	0.0	6	44.054897	unrelated	unrelated	UN	UN	UN
[3-1_vs_38-2]	29.332958	0	1.0	0.0	4	29.332958	unrelated	unrelated		UN	UN
[3-1_vs_39-2]	6.481544	0	1.0	0.0	1	6.481544	unrelated	unrelated		UN	UN
[3-1_vs_4-1]	1222.328629	0	1.0	0.0	62	1222.328629	50.0	FS	C-1(FS)	2	2
[3-1_vs_4-2]	1218.341551	0	1.0	0.0	61	1218.341551	unrelated	unrelated		UN	UN
[3-1_vs_40-1]	43.018849	0	1.0	0.0	4	43.018849	unrelated	unrelated		UN	UN
[3-1_vs_41-1]	15.697128	0	1.0	0.0	2	15.697128	unrelated	unrelated	UN	UN	UN
[3-1_vs_41-2]	15.697128	0	1.0	0.0	2	15.697128	unrelated	unrelated		UN	UN
[3-1_vs_42-2]	7.898769	0	1.0	0.0	1	7.898769	unrelated	unrelated		UN	UN
[3-1_vs_43-1]	15.594829	0	1.0	0.0	2	15.594829	unrelated	unrelated	UN	UN	UN
[3-1_vs_43-2]	22.258363	0	1.0	0.0	3	22.258363	unrelated	unrelated		UN	UN
[3-1_vs_44-1]	30.412536	0	1.0	0.0	4	30.412536	unrelated	unrelated	UN	UN	UN
[3-1_vs_44-2]	15.911735	0	1.0	0.0	2	15.911735	unrelated	unrelated		UN	UN
[3-1_vs_45-1]	16.184284	0	1.0	0.0	2	16.184284	unrelated	unrelated		UN	UN
[3-1_vs_46-1]	48.344921	0	1.0	0.0	4	48.344921	unrelated	unrelated	UN	UN	UN
[3-1_vs_46-2]	28.220917	0	1.0	0.0	4	28.220917	unrelated	unrelated		UN	UN
[3-1_vs_47-1]	6.520294	0	1.0	0.0	1	6.520294	unrelated	unrelated	UN	UN	UN
[3-1_vs_47-2]	6.520294	0	1.0	0.0	1	6.520294	unrelated	unrelated		UN	UN
[3-1_vs_48-1]	25.000633	0	1.0	0.0	3	25.000633	unrelated	unrelated	UN	UN	UN
[3-1_vs_48-2]	22.484085	0	1.0	0.0	3	22.484085	unrelated	unrelated		UN	UN
[3-1_vs_49-1]	12.883705	0	1.0	0.0	2	12.883705	unrelated	unrelated	UN	UN	UN
[3-1_vs_49-2]	6.351711	0	1.0	0.0	1	6.351711	unrelated	unrelated		UN	UN
[3-1_vs_5-1]	1110.266984	0	1.0	0.0	65	1110.266984	50.0	FS	C-1(FS)	2	2
[3-1_vs_5-2]	1096.048381	0	1.0	0.0	64	1096.048381	unrelated	unrelated		UN	UN
[3-1_vs_6-1]	1041.509973	0	1.0	0.0	65	1041.509973	50.0	FS	C-1(FS)	2	2
[3-1_vs_6-2]	1023.126093	0	1.0	0.0	64	1023.126093	unrelated	unrelated		UN	UN
[3-1_vs_7-1]	144.0958	0	1.0	0.0	14	144.0958	12.5	F-C	C-3a(FC)	4	4
[3-1_vs_7-2]	142.497125	0	1.0	0.0	14	142.497125	unrelated	unrelated		UN	UN
[3-1_vs_8-1]	138.513093	0	1.0	0.0	13	138.513093	12.5	F-C	C-3a(FC)	4	4
[3-1_vs_8-2]	138.707652	0	1.0	0.0	13	138.707652	unrelated	unrelated		UN	UN
[3-1_vs_9-1]	72.303065	0	1.0	0.0	10	72.303065	12.5	F-C	C-3a(FC)	4	4
[3-1_vs_9-2]	76.286895	0	1.0	0.0	11	76.286895	unrelated	unrelated		UN	UN
[3-2_vs_10-1]	271.804031	0	1.0	0.0	25	271.804031	unrelated	unrelated		UN	UN
[3-2_vs_10-2]	284.3923	0	1.0	0.0	27	284.3923	unrelated	unrelated		UN	UN
[3-2_vs_11-2]	319.422002	0	1.0	0.0	28	319.422002	unrelated	unrelated		UN	UN
[3-2_vs_12-1]	104.323924	0	1.0	0.0	10	104.323924	unrelated	unrelated		UN	UN
[3-2_vs_12-2]	93.785599	0	1.0	0.0	9	93.785599	unrelated	unrelated		UN	UN
[3-2_vs_13-1]	75.108123	0	1.0	0.0	8	75.108123	unrelated	unrelated		UN	UN
[3-2_vs_13-2]	60.017281	0	1.0	0.0	6	60.017281	unrelated	unrelated		UN	UN
[3-2_vs_14-1]	68.97617600000001	0	1.0	0.0	6	68.97617600000001	unrelated	unrelated		UN	UN
[3-2_vs_14-2]	71.711302	0	1.0	0.0	6	71.711302	unrelated	unrelated		UN	UN
[3-2_vs_15-1]	493.464848	0	1.0	0.0	50	493.464848	unrelated	unrelated		UN	UN
[3-2_vs_15-2]	504.052714	0	1.0	0.0	50	504.052714	unrelated	unrelated		UN	UN
[3-2_vs_16-1]	420.383258	0	1.0	0.0	35	420.383258	unrelated	unrelated		UN	UN
[3-2_vs_16-2]	449.860103	0	1.0	0.0	40	449.860103	unrelated	unrelated		UN	UN
[3-2_vs_17-1]	275.66275	0	1.0	0.0	27	275.66275	unrelated	unrelated		UN	UN
[3-2_vs_17-2]	282.495122	0	1.0	0.0	28	282.495122	unrelated	unrelated		UN	UN
[3-2_vs_18-1]	266.263894	0	1.0	0.0	26	266.263894	unrelated	unrelated		UN	UN
[3-2_vs_18-2]	261.677244	0	1.0	0.0	25	261.677244	unrelated	unrelated		UN	UN
[3-2_vs_19-1]	455.802796	0	1.0	0.0	39	455.802796	unrelated	unrelated		UN	UN
[3-2_vs_19-2]	439.345764	0	1.0	0.0	38	439.345764	unrelated	unrelated		UN	UN
[3-2_vs_20-1]	861.332022	0	1.0	0.0	81	861.332022	unrelated	unrelated		UN	UN
[3-2_vs_20-2]	865.400776	0	1.0	0.0	81	865.400776	unrelated	unrelated		UN	UN
[3-2_vs_21-1]	979.094403	0	1.0	0.0	89	979.094403	unrelated	unrelated		UN	UN
[3-2_vs_21-2]	931.908767	0	1.0	0.0	84	931.908767	unrelated	unrelated		UN	UN
[3-2_vs_22-1]	419.667222	0	1.0	0.0	35	419.667222	unrelated	unrelated		UN	UN
[3-2_vs_22-2]	447.864109	0	1.0	0.0	36	447.864109	unrelated	unrelated		UN	UN
[3-2_vs_22-650-2-blood]	26.922318	0	1.0	0.0	2	26.922318	unrelated	unrelated		UN	UN
[3-2_vs_23-1]	376.71896	0	1.0	0.0	38	376.71896	unrelated	unrelated		UN	UN
[3-2_vs_23-2]	393.069786	0	1.0	0.0	39	393.069786	unrelated	unrelated		UN	UN
[3-2_vs_24-1]	439.08235	0	1.0	0.0	44	439.08235	unrelated	unrelated		UN	UN
[3-2_vs_24-2]	444.55998	0	1.0	0.0	43	444.55998	unrelated	unrelated		UN	UN
[3-2_vs_25-1]	404.00446	0	1.0	0.0	40	404.00446	unrelated	unrelated		UN	UN
[3-2_vs_25-2]	360.288188	0	1.0	0.0	35	360.288188	unrelated	unrelated		UN	UN
[3-2_vs_26-1]	208.223705	0	1.0	0.0	15	208.223705	unrelated	unrelated		UN	UN
[3-2_vs_27-1]	523.4595390000001	0	1.0	0.0	43	523.4595390000001	unrelated	unrelated		UN	UN
[3-2_vs_28-1]	446.96778	0	1.0	0.0	47	446.96778	unrelated	unrelated		UN	UN
[3-2_vs_29-1]	19.323223	0	1.0	0.0	2	19.323223	unrelated	unrelated		UN	UN
[3-2_vs_29-2]	24.647097	0	1.0	0.0	3	24.647097	unrelated	unrelated		UN	UN
[3-2_vs_30-1]	6.616608	0	1.0	0.0	1	6.616608	unrelated	unrelated		UN	UN
[3-2_vs_31-1]	14.870377	0	1.0	0.0	2	14.870377	unrelated	unrelated		UN	UN
[3-2_vs_31-2]	14.870377	0	1.0	0.0	2	14.870377	unrelated	unrelated		UN	UN
[3-2_vs_32-2]	18.642445	0	1.0	0.0	1	18.642445	unrelated	unrelated		UN	UN
[3-2_vs_33-1]	53.154773	0	1.0	0.0	4	53.154773	unrelated	unrelated		UN	UN
[3-2_vs_33-2]	46.925961	0	1.0	0.0	3	46.925961	unrelated	unrelated		UN	UN
[3-2_vs_34-1]	6.634357	0	1.0	0.0	1	6.634357	unrelated	unrelated		UN	UN
[3-2_vs_34-2]	34.29208	0	1.0	0.0	2	34.29208	unrelated	unrelated		UN	UN
[3-2_vs_35-2]	8.734188	0	1.0	0.0	1	8.734188	unrelated	unrelated		UN	UN
[3-2_vs_37-1]	16.499313	0	1.0	0.0	2	16.499313	unrelated	unrelated		UN	UN
[3-2_vs_37-2]	8.734188	0	1.0	0.0	1	8.734188	unrelated	unrelated		UN	UN
[3-2_vs_38-1]	51.095644	0	1.0	0.0	7	51.095644	unrelated	unrelated		UN	UN
[3-2_vs_38-2]	30.196207	0	1.0	0.0	4	30.196207	unrelated	unrelated		UN	UN
[3-2_vs_39-2]	6.481544	0	1.0	0.0	1	6.481544	unrelated	unrelated		UN	UN
[3-2_vs_4-1]	1195.602582	0	1.0	0.0	62	1195.602582	unrelated	unrelated		UN	UN
[3-2_vs_4-2]	1199.728766	0	1.0	0.0	62	1199.728766	unrelated	unrelated		UN	UN
[3-2_vs_40-1]	43.018849	0	1.0	0.0	4	43.018849	unrelated	unrelated		UN	UN
[3-2_vs_41-1]	22.108127	0	1.0	0.0	3	22.108127	unrelated	unrelated		UN	UN
[3-2_vs_41-2]	22.108127	0	1.0	0.0	3	22.108127	unrelated	unrelated		UN	UN
[3-2_vs_42-2]	7.898769	0	1.0	0.0	1	7.898769	unrelated	unrelated		UN	UN
[3-2_vs_43-1]	15.594829	0	1.0	0.0	2	15.594829	unrelated	unrelated		UN	UN
[3-2_vs_43-2]	22.258363	0	1.0	0.0	3	22.258363	unrelated	unrelated		UN	UN
[3-2_vs_44-1]	30.412536	0	1.0	0.0	4	30.412536	unrelated	unrelated		UN	UN
[3-2_vs_44-2]	22.089233	0	1.0	0.0	3	22.089233	unrelated	unrelated		UN	UN
[3-2_vs_45-1]	9.043167	0	1.0	0.0	1	9.043167	unrelated	unrelated		UN	UN
[3-2_vs_46-1]	32.821507	0	1.0	0.0	2	32.821507	unrelated	unrelated		UN	UN
[3-2_vs_46-2]	28.220917	0	1.0	0.0	4	28.220917	unrelated	unrelated		UN	UN
[3-2_vs_47-1]	6.520294	0	1.0	0.0	1	6.520294	unrelated	unrelated		UN	UN
[3-2_vs_47-2]	6.520294	0	1.0	0.0	1	6.520294	unrelated	unrelated		UN	UN
[3-2_vs_48-1]	25.000633	0	1.0	0.0	3	25.000633	unrelated	unrelated		UN	UN
[3-2_vs_48-2]	22.484085	0	1.0	0.0	3	22.484085	unrelated	unrelated		UN	UN
[3-2_vs_49-1]	12.883705	0	1.0	0.0	2	12.883705	unrelated	unrelated		UN	UN
[3-2_vs_49-2]	6.351711	0	1.0	0.0	1	6.351711	unrelated	unrelated		UN	UN
[3-2_vs_5-1]	1091.005758	0	1.0	0.0	64	1091.005758	unrelated	unrelated		UN	UN
[3-2_vs_5-2]	1096.670654	0	1.0	0.0	66	1096.670654	unrelated	unrelated		UN	UN
[3-2_vs_6-1]	1004.039841	0	1.0	0.0	61	1004.039841	unrelated	unrelated		UN	UN
[3-2_vs_6-2]	1003.680015	0	1.0	0.0	62	1003.680015	unrelated	unrelated		UN	UN
[3-2_vs_7-1]	113.752465	0	1.0	0.0	10	113.752465	unrelated	unrelated		UN	UN
[3-2_vs_7-2]	112.276146	0	1.0	0.0	9	112.276146	unrelated	unrelated		UN	UN
[3-2_vs_8-1]	136.937831	0	1.0	0.0	13	136.937831	unrelated	unrelated		UN	UN
[3-2_vs_8-2]	131.333748	0	1.0	0.0	12	131.333748	unrelated	unrelated		UN	UN
[3-2_vs_9-1]	60.04672	0	1.0	0.0	8	60.04672	unrelated	unrelated		UN	UN
[3-2_vs_9-2]	64.03055	0	1.0	0.0	9	64.03055	unrelated	unrelated		UN	UN
[30-1_vs_30-2]	3127.459212	0	1.0	0.0	25	3127.459212	unrelated	unrelated		UN	UN
[30-1_vs_31-1]	27.727969	0	1.0	0.0	4	27.727969	unrelated	unrelated	UN	UN	UN
[30-1_vs_31-2]	28.112872	0	1.0	0.0	4	28.112872	unrelated	unrelated		UN	UN
[30-1_vs_32-2]	19.173057	0	1.0	0.0	2	19.173057	unrelated	unrelated		UN	UN
[30-1_vs_33-1]	23.425819	0	1.0	0.0	3	23.425819	unrelated	unrelated	UN	UN	UN
[30-1_vs_33-2]	29.457528	0	1.0	0.0	4	29.457528	unrelated	unrelated		UN	UN
[30-1_vs_34-2]	8.734188	0	1.0	0.0	1	8.734188	unrelated	unrelated		UN	UN
[30-1_vs_35-2]	53.010276000000005	0	1.0	0.0	4	53.010276000000005	unrelated	unrelated		UN	UN
