pair	IBD1_len	IBD2_len	R1	R2	Num_Segs	Total_len	target1	target2	real_kinship	kinship	kinship_considered_hs
[16-1_vs_24-2]	493.931025	0	1.0	0.0	112	493.931025	unrelated	unrelated		UN	UN
[16-1_vs_25-1]	551.392127	0	1.0	0.0	146	551.392127	12.5	F-C	C-3a(FC)	4	4
[16-1_vs_25-2]	553.65807	0	1.0	0.0	152	553.65807	unrelated	unrelated		UN	UN
[16-1_vs_26-1]	226.158521	0	1.0	0.0	57	226.158521	6.25	FCOR		4	4
[16-1_vs_27-1]	241.270304	0	1.0	0.0	75	241.270304	6.25	FCOR		4	4
[16-1_vs_28-1]	317.625144	0	1.0	0.0	89	317.625144	6.25	FCOR		4	4
[16-1_vs_29-1]	46.819576	0	1.0	0.0	21	46.819576	0.0	UL	UN	UN	UN
[16-1_vs_29-2]	51.226616	0	1.0	0.0	20	51.226616	unrelated	unrelated		UN	UN
[16-1_vs_30-1]	90.150398	0	1.0	0.0	27	90.150398	0.0	UL	UN	UN	UN
[16-1_vs_30-2]	88.642638	0	1.0	0.0	28	88.642638	unrelated	unrelated		UN	UN
[16-1_vs_31-1]	58.097982	0	1.0	0.0	24	58.097982	unrelated	unrelated	UN	UN	UN
[16-1_vs_31-2]	55.34284	0	1.0	0.0	23	55.34284	unrelated	unrelated		UN	UN
[16-1_vs_32-2]	66.390045	0	1.0	0.0	21	66.390045	unrelated	unrelated		UN	UN
[16-1_vs_33-1]	50.730644	0	1.0	0.0	20	50.730644	unrelated	unrelated	UN	UN	UN
[16-1_vs_33-2]	87.79708000000001	0	1.0	0.0	24	87.79708000000001	unrelated	unrelated		UN	UN
[16-1_vs_34-1]	23.916499	0	1.0	0.0	10	23.916499	unrelated	unrelated	UN	UN	UN
[16-1_vs_34-2]	63.015038	0	1.0	0.0	24	63.015038	unrelated	unrelated		UN	UN
[16-1_vs_35-2]	62.488457	0	1.0	0.0	23	62.488457	unrelated	unrelated		UN	UN
[16-1_vs_36-2]	74.889144	0	1.0	0.0	27	74.889144	unrelated	unrelated		UN	UN
[16-1_vs_37-1]	14.859787	0	1.0	0.0	3	14.859787	unrelated	unrelated	UN	UN	UN
[16-1_vs_37-2]	104.287868	0	1.0	0.0	25	104.287868	unrelated	unrelated		UN	UN
[16-1_vs_38-1]	78.483231	0	1.0	0.0	15	78.483231	unrelated	unrelated	UN	UN	UN
[16-1_vs_38-2]	69.273781	0	1.0	0.0	13	69.273781	unrelated	unrelated		UN	UN
[16-1_vs_39-2]	59.009025	0	1.0	0.0	25	59.009025	unrelated	unrelated		UN	UN
[16-1_vs_40-1]	71.721788	0	1.0	0.0	21	71.721788	unrelated	unrelated		UN	UN
[16-1_vs_41-1]	51.975891	0	1.0	0.0	21	51.975891	unrelated	unrelated	UN	UN	UN
[16-1_vs_41-2]	53.466245	0	1.0	0.0	22	53.466245	unrelated	unrelated		UN	UN
[16-1_vs_42-1]	57.13598	0	1.0	0.0	31	57.13598	unrelated	unrelated	UN	UN	UN
[16-1_vs_42-2]	52.588126	0	1.0	0.0	26	52.588126	unrelated	unrelated		UN	UN
[16-1_vs_43-1]	112.21253	0	1.0	0.0	32	112.21253	unrelated	unrelated	UN	UN	UN
[16-1_vs_43-2]	99.354511	0	1.0	0.0	25	99.354511	unrelated	unrelated		UN	UN
[16-1_vs_44-1]	44.834556	0	1.0	0.0	17	44.834556	unrelated	unrelated	UN	UN	UN
[16-1_vs_44-2]	41.886131	0	1.0	0.0	15	41.886131	unrelated	unrelated		UN	UN
[16-1_vs_45-1]	85.834378	0	1.0	0.0	28	85.834378	unrelated	unrelated		UN	UN
[16-1_vs_46-1]	56.242208	0	1.0	0.0	10	56.242208	unrelated	unrelated	UN	UN	UN
[16-1_vs_46-2]	92.969211	0	1.0	0.0	27	92.969211	unrelated	unrelated		UN	UN
[16-1_vs_47-1]	92.355828	0	1.0	0.0	24	92.355828	unrelated	unrelated	UN	UN	UN
[16-1_vs_47-2]	92.838239	0	1.0	0.0	24	92.838239	unrelated	unrelated		UN	UN
[16-1_vs_48-1]	104.93093	0	1.0	0.0	34	104.93093	unrelated	unrelated	UN	UN	UN
[16-1_vs_48-2]	93.539763	0	1.0	0.0	29	93.539763	unrelated	unrelated		UN	UN
[16-1_vs_49-1]	70.010223	0	1.0	0.0	26	70.010223	unrelated	unrelated	UN	UN	UN
[16-1_vs_49-2]	60.606235	0	1.0	0.0	22	60.606235	unrelated	unrelated		UN	UN
[16-2_vs_17-1]	338.566448	0	1.0	0.0	83	338.566448	unrelated	unrelated		UN	UN
[16-2_vs_17-2]	346.421085	0	1.0	0.0	87	346.421085	unrelated	unrelated		UN	UN
[16-2_vs_18-1]	336.18781	0	1.0	0.0	106	336.18781	unrelated	unrelated		UN	UN
[16-2_vs_18-2]	346.383984	0	1.0	0.0	106	346.383984	unrelated	unrelated		UN	UN
[16-2_vs_19-1]	616.228122	0	1.0	0.0	136	616.228122	unrelated	unrelated		UN	UN
[16-2_vs_19-2]	607.38039	0	1.0	0.0	140	607.38039	unrelated	unrelated		UN	UN
[16-2_vs_20-1]	508.896509	0	1.0	0.0	134	508.896509	unrelated	unrelated		UN	UN
[16-2_vs_20-2]	516.336427	0	1.0	0.0	136	516.336427	unrelated	unrelated		UN	UN
[16-2_vs_21-1]	449.287244	0	1.0	0.0	116	449.287244	unrelated	unrelated		UN	UN
[16-2_vs_21-2]	454.902723	0	1.0	0.0	115	454.902723	unrelated	unrelated		UN	UN
[16-2_vs_22-1]	554.891718	0	1.0	0.0	133	554.891718	unrelated	unrelated		UN	UN
[16-2_vs_22-2]	573.702354	0	1.0	0.0	131	573.702354	unrelated	unrelated		UN	UN
[16-2_vs_22-593-1-saliva]	2.370462	0	1.0	0.0	1	2.370462	unrelated	unrelated		UN	UN
[16-2_vs_22-593-2-saliva]	12.504195	0	1.0	0.0	8	12.504195	unrelated	unrelated		UN	UN
[16-2_vs_22-650-1-blood]	58.25432	0	1.0	0.0	25	58.25432	unrelated	unrelated		UN	UN
[16-2_vs_22-650-2-blood]	65.758211	0	1.0	0.0	18	65.758211	unrelated	unrelated		UN	UN
[16-2_vs_23-1]	674.402675	0	1.0	0.0	151	674.402675	unrelated	unrelated		UN	UN
[16-2_vs_23-2]	696.401558	0	1.0	0.0	154	696.401558	unrelated	unrelated		UN	UN
[16-2_vs_24-1]	495.507277	0	1.0	0.0	113	495.507277	unrelated	unrelated		UN	UN
[16-2_vs_24-2]	494.221252	0	1.0	0.0	116	494.221252	unrelated	unrelated		UN	UN
[16-2_vs_25-1]	548.729522	0	1.0	0.0	147	548.729522	unrelated	unrelated		UN	UN
[16-2_vs_25-2]	553.690466	0	1.0	0.0	156	553.690466	unrelated	unrelated		UN	UN
[16-2_vs_26-1]	232.202838	0	1.0	0.0	55	232.202838	unrelated	unrelated		UN	UN
[16-2_vs_27-1]	247.651355	0	1.0	0.0	76	247.651355	unrelated	unrelated		UN	UN
[16-2_vs_28-1]	339.283995	0	1.0	0.0	96	339.283995	unrelated	unrelated		UN	UN
[16-2_vs_29-1]	72.064419	0	1.0	0.0	21	72.064419	unrelated	unrelated		UN	UN
[16-2_vs_29-2]	76.348484	0	1.0	0.0	20	76.348484	unrelated	unrelated		UN	UN
[16-2_vs_30-1]	92.2668	0	1.0	0.0	27	92.2668	unrelated	unrelated		UN	UN
[16-2_vs_30-2]	84.388043	0	1.0	0.0	25	84.388043	unrelated	unrelated		UN	UN
[16-2_vs_31-1]	56.985556	0	1.0	0.0	24	56.985556	unrelated	unrelated		UN	UN
[16-2_vs_31-2]	56.564116	0	1.0	0.0	24	56.564116	unrelated	unrelated		UN	UN
[16-2_vs_32-2]	70.591569	0	1.0	0.0	23	70.591569	unrelated	unrelated		UN	UN
[16-2_vs_33-1]	52.286707	0	1.0	0.0	22	52.286707	unrelated	unrelated		UN	UN
[16-2_vs_33-2]	90.276854	0	1.0	0.0	27	90.276854	unrelated	unrelated		UN	UN
[16-2_vs_34-1]	22.086822	0	1.0	0.0	9	22.086822	unrelated	unrelated		UN	UN
[16-2_vs_34-2]	64.693239	0	1.0	0.0	25	64.693239	unrelated	unrelated		UN	UN
[16-2_vs_35-2]	64.075458	0	1.0	0.0	24	64.075458	unrelated	unrelated		UN	UN
[16-2_vs_36-2]	72.57221	0	1.0	0.0	27	72.57221	unrelated	unrelated		UN	UN
[16-2_vs_37-1]	20.952401	0	1.0	0.0	6	20.952401	unrelated	unrelated		UN	UN
[16-2_vs_37-2]	106.508179	0	1.0	0.0	26	106.508179	unrelated	unrelated		UN	UN
[16-2_vs_38-1]	76.104408	0	1.0	0.0	14	76.104408	unrelated	unrelated		UN	UN
[16-2_vs_38-2]	69.394112	0	1.0	0.0	13	69.394112	unrelated	unrelated		UN	UN
[16-2_vs_39-2]	59.713112	0	1.0	0.0	26	59.713112	unrelated	unrelated		UN	UN
[16-2_vs_40-1]	71.173829	0	1.0	0.0	21	71.173829	unrelated	unrelated		UN	UN
[16-2_vs_41-1]	52.939192	0	1.0	0.0	22	52.939192	unrelated	unrelated		UN	UN
[16-2_vs_41-2]	55.039206	0	1.0	0.0	23	55.039206	unrelated	unrelated		UN	UN
[16-2_vs_42-1]	56.42649	0	1.0	0.0	31	56.42649	unrelated	unrelated		UN	UN
[16-2_vs_42-2]	50.425234	0	1.0	0.0	25	50.425234	unrelated	unrelated		UN	UN
[16-2_vs_43-1]	115.668462	0	1.0	0.0	34	115.668462	unrelated	unrelated		UN	UN
[16-2_vs_43-2]	94.532777	0	1.0	0.0	23	94.532777	unrelated	unrelated		UN	UN
[16-2_vs_44-1]	52.246437	0	1.0	0.0	19	52.246437	unrelated	unrelated		UN	UN
[16-2_vs_44-2]	49.298012	0	1.0	0.0	17	49.298012	unrelated	unrelated		UN	UN
[16-2_vs_45-1]	99.14316	0	1.0	0.0	32	99.14316	unrelated	unrelated		UN	UN
[16-2_vs_46-1]	62.172926	0	1.0	0.0	13	62.172926	unrelated	unrelated		UN	UN
[16-2_vs_46-2]	93.567741	0	1.0	0.0	27	93.567741	unrelated	unrelated		UN	UN
[16-2_vs_47-1]	95.795168	0	1.0	0.0	28	95.795168	unrelated	unrelated		UN	UN
[16-2_vs_47-2]	95.132025	0	1.0	0.0	27	95.132025	unrelated	unrelated		UN	UN
[16-2_vs_48-1]	101.983513	0	1.0	0.0	32	101.983513	unrelated	unrelated		UN	UN
[16-2_vs_48-2]	91.421367	0	1.0	0.0	28	91.421367	unrelated	unrelated		UN	UN
[16-2_vs_49-1]	73.479145	0	1.0	0.0	28	73.479145	unrelated	unrelated		UN	UN
[16-2_vs_49-2]	59.752155	0	1.0	0.0	21	59.752155	unrelated	unrelated		UN	UN
[17-1_vs_17-2]	3101.350852	0	1.0	0.0	24	3101.350852	unrelated	unrelated		UN	UN
[17-1_vs_18-1]	1588.806516	0	1.0	0.0	243	1588.806516	50.0	FS	C-1(FS)	2	2
[17-1_vs_18-2]	1602.088902	0	1.0	0.0	241	1602.088902	unrelated	unrelated		UN	UN
[17-1_vs_19-1]	385.497326	0	1.0	0.0	95	385.497326	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[17-1_vs_19-2]	374.111594	0	1.0	0.0	95	374.111594	unrelated	unrelated		UN	UN
[17-1_vs_20-1]	382.26858	0	1.0	0.0	106	382.26858	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[17-1_vs_20-2]	377.552077	0	1.0	0.0	105	377.552077	unrelated	unrelated		UN	UN
[17-1_vs_21-1]	347.782505	0	1.0	0.0	93	347.782505	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[17-1_vs_21-2]	350.165445	0	1.0	0.0	93	350.165445	unrelated	unrelated		UN	UN
[17-1_vs_22-1]	330.782001	0	1.0	0.0	93	330.782001	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[17-1_vs_22-2]	328.941206	0	1.0	0.0	94	328.941206	unrelated	unrelated		UN	UN
[17-1_vs_22-593-1-saliva]	9.403625	0	1.0	0.0	2	9.403625	unrelated	unrelated		UN	UN
[17-1_vs_22-593-2-saliva]	18.619539	0	1.0	0.0	7	18.619539	unrelated	unrelated		UN	UN
[17-1_vs_22-650-1-blood]	56.372989	0	1.0	0.0	30	56.372989	unrelated	unrelated		UN	UN
[17-1_vs_22-650-2-blood]	65.268532	0	1.0	0.0	20	65.268532	unrelated	unrelated		UN	UN
[17-1_vs_23-1]	323.163345	0	1.0	0.0	84	323.163345	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[17-1_vs_23-2]	323.440732	0	1.0	0.0	84	323.440732	unrelated	unrelated		UN	UN
[17-1_vs_24-1]	208.067445	0	1.0	0.0	65	208.067445	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[17-1_vs_24-2]	206.732744	0	1.0	0.0	62	206.732744	unrelated	unrelated		UN	UN
[17-1_vs_25-1]	345.633731	0	1.0	0.0	83	345.633731	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[17-1_vs_25-2]	339.14917	0	1.0	0.0	80	339.14917	unrelated	unrelated		UN	UN
[17-1_vs_26-1]	219.061727	0	1.0	0.0	64	219.061727	6.25	FCOR_HS		UN	4
[17-1_vs_27-1]	233.293599	0	1.0	0.0	69	233.293599	6.25	FCOR_HS		UN	4
[17-1_vs_28-1]	174.245018	0	1.0	0.0	57	174.245018	6.25	FCOR_HS		UN	4
[17-1_vs_29-1]	41.050785	0	1.0	0.0	17	41.050785	0.0	UL	UN	UN	UN
[17-1_vs_29-2]	36.07081	0	1.0	0.0	15	36.07081	unrelated	unrelated		UN	UN
[17-1_vs_30-1]	82.418948	0	1.0	0.0	27	82.418948	0.0	UL	UN	UN	UN
[17-1_vs_30-2]	83.569033	0	1.0	0.0	28	83.569033	unrelated	unrelated		UN	UN
[17-1_vs_31-1]	49.052174	0	1.0	0.0	21	49.052174	unrelated	unrelated	UN	UN	UN
[17-1_vs_31-2]	57.681064	0	1.0	0.0	24	57.681064	unrelated	unrelated		UN	UN
[17-1_vs_32-2]	48.774198	0	1.0	0.0	22	48.774198	unrelated	unrelated		UN	UN
[17-1_vs_33-1]	57.581661	0	1.0	0.0	20	57.581661	unrelated	unrelated	UN	UN	UN
[17-1_vs_33-2]	70.338007	0	1.0	0.0	29	70.338007	unrelated	unrelated		UN	UN
[17-1_vs_34-1]	29.160046	0	1.0	0.0	11	29.160046	unrelated	unrelated	UN	UN	UN
[17-1_vs_34-2]	65.753481	0	1.0	0.0	23	65.753481	unrelated	unrelated		UN	UN
[17-1_vs_35-2]	88.33339	0	1.0	0.0	21	88.33339	unrelated	unrelated		UN	UN
[17-1_vs_36-1]	5.865818	0	1.0	0.0	1	5.865818	unrelated	unrelated	UN	UN	UN
[17-1_vs_36-2]	77.616158	0	1.0	0.0	25	77.616158	unrelated	unrelated		UN	UN
[17-1_vs_37-1]	5.388198	0	1.0	0.0	3	5.388198	unrelated	unrelated	UN	UN	UN
[17-1_vs_37-2]	49.086533	0	1.0	0.0	22	49.086533	unrelated	unrelated		UN	UN
[17-1_vs_38-1]	55.086268	0	1.0	0.0	26	55.086268	unrelated	unrelated	UN	UN	UN
[17-1_vs_38-2]	57.884928	0	1.0	0.0	24	57.884928	unrelated	unrelated		UN	UN
[17-1_vs_39-2]	64.196285	0	1.0	0.0	27	64.196285	unrelated	unrelated		UN	UN
[17-1_vs_40-1]	71.564588	0	1.0	0.0	21	71.564588	unrelated	unrelated		UN	UN
[17-1_vs_41-1]	69.370846	0	1.0	0.0	24	69.370846	unrelated	unrelated	UN	UN	UN
[17-1_vs_41-2]	70.446224	0	1.0	0.0	23	70.446224	unrelated	unrelated		UN	UN
[17-1_vs_42-1]	82.336709	0	1.0	0.0	34	82.336709	unrelated	unrelated	UN	UN	UN
[17-1_vs_42-2]	83.791681	0	1.0	0.0	30	83.791681	unrelated	unrelated		UN	UN
[17-1_vs_43-1]	70.155533	0	1.0	0.0	27	70.155533	unrelated	unrelated	UN	UN	UN
[17-1_vs_43-2]	56.579432	0	1.0	0.0	18	56.579432	unrelated	unrelated		UN	UN
[17-1_vs_44-1]	99.687052	0	1.0	0.0	36	99.687052	unrelated	unrelated	UN	UN	UN
[17-1_vs_44-2]	96.613162	0	1.0	0.0	35	96.613162	unrelated	unrelated		UN	UN
[17-1_vs_45-1]	58.515274	0	1.0	0.0	24	58.515274	unrelated	unrelated		UN	UN
[17-1_vs_46-1]	33.977849	0	1.0	0.0	10	33.977849	unrelated	unrelated	UN	UN	UN
[17-1_vs_46-2]	74.506295	0	1.0	0.0	27	74.506295	unrelated	unrelated		UN	UN
[17-1_vs_47-1]	76.470916	0	1.0	0.0	35	76.470916	unrelated	unrelated	UN	UN	UN
[17-1_vs_47-2]	74.280676	0	1.0	0.0	33	74.280676	unrelated	unrelated		UN	UN
[17-1_vs_48-1]	63.478146	0	1.0	0.0	21	63.478146	unrelated	unrelated	UN	UN	UN
[17-1_vs_48-2]	61.280795	0	1.0	0.0	20	61.280795	unrelated	unrelated		UN	UN
[17-1_vs_49-1]	65.539146	0	1.0	0.0	25	65.539146	unrelated	unrelated	UN	UN	UN
[17-1_vs_49-2]	49.941804	0	1.0	0.0	20	49.941804	unrelated	unrelated		UN	UN
[17-2_vs_18-1]	1603.907418	0	1.0	0.0	245	1603.907418	unrelated	unrelated		UN	UN
[17-2_vs_18-2]	1609.940534	0	1.0	0.0	245	1609.940534	unrelated	unrelated		UN	UN
[17-2_vs_19-1]	370.440738	0	1.0	0.0	93	370.440738	unrelated	unrelated		UN	UN
[17-2_vs_19-2]	358.410858	0	1.0	0.0	91	358.410858	unrelated	unrelated		UN	UN
[17-2_vs_20-1]	393.818531	0	1.0	0.0	110	393.818531	unrelated	unrelated		UN	UN
[17-2_vs_20-2]	389.117974	0	1.0	0.0	108	389.117974	unrelated	unrelated		UN	UN
[17-2_vs_21-1]	354.478839	0	1.0	0.0	96	354.478839	unrelated	unrelated		UN	UN
[17-2_vs_21-2]	351.066901	0	1.0	0.0	96	351.066901	unrelated	unrelated		UN	UN
[17-2_vs_22-1]	323.891978	0	1.0	0.0	91	323.891978	unrelated	unrelated		UN	UN
[17-2_vs_22-2]	319.598729	0	1.0	0.0	89	319.598729	unrelated	unrelated		UN	UN
[17-2_vs_22-593-1-saliva]	2.596771	0	1.0	0.0	1	2.596771	unrelated	unrelated		UN	UN
[17-2_vs_22-593-2-saliva]	21.761875	0	1.0	0.0	9	21.761875	unrelated	unrelated		UN	UN
[17-2_vs_22-650-1-blood]	55.886279	0	1.0	0.0	29	55.886279	unrelated	unrelated		UN	UN
[17-2_vs_22-650-2-blood]	54.812511	0	1.0	0.0	18	54.812511	unrelated	unrelated		UN	UN
[17-2_vs_23-1]	322.679393	0	1.0	0.0	81	322.679393	unrelated	unrelated		UN	UN
[17-2_vs_23-2]	327.441604	0	1.0	0.0	82	327.441604	unrelated	unrelated		UN	UN
[17-2_vs_24-1]	214.824103	0	1.0	0.0	63	214.824103	unrelated	unrelated		UN	UN
[17-2_vs_24-2]	214.724154	0	1.0	0.0	61	214.724154	unrelated	unrelated		UN	UN
[17-2_vs_25-1]	347.92859	0	1.0	0.0	85	347.92859	unrelated	unrelated		UN	UN
[17-2_vs_25-2]	338.91959	0	1.0	0.0	80	338.91959	unrelated	unrelated		UN	UN
[17-2_vs_26-1]	229.991638	0	1.0	0.0	66	229.991638	unrelated	unrelated		UN	UN
[17-2_vs_27-1]	236.547465	0	1.0	0.0	68	236.547465	unrelated	unrelated		UN	UN
[17-2_vs_28-1]	177.461371	0	1.0	0.0	58	177.461371	unrelated	unrelated		UN	UN
[17-2_vs_29-1]	41.462307	0	1.0	0.0	17	41.462307	unrelated	unrelated		UN	UN
[17-2_vs_29-2]	40.411776	0	1.0	0.0	15	40.411776	unrelated	unrelated		UN	UN
[17-2_vs_30-1]	91.948687	0	1.0	0.0	31	91.948687	unrelated	unrelated		UN	UN
[17-2_vs_30-2]	92.822962	0	1.0	0.0	32	92.822962	unrelated	unrelated		UN	UN
[17-2_vs_31-1]	45.585566	0	1.0	0.0	19	45.585566	unrelated	unrelated		UN	UN
[17-2_vs_31-2]	53.282085	0	1.0	0.0	22	53.282085	unrelated	unrelated		UN	UN
[17-2_vs_32-2]	49.140607	0	1.0	0.0	23	49.140607	unrelated	unrelated		UN	UN
[17-2_vs_33-1]	58.789508	0	1.0	0.0	21	58.789508	unrelated	unrelated		UN	UN
[17-2_vs_33-2]	72.082338	0	1.0	0.0	30	72.082338	unrelated	unrelated		UN	UN
[17-2_vs_34-1]	42.248545	0	1.0	0.0	15	42.248545	unrelated	unrelated		UN	UN
[17-2_vs_34-2]	69.909493	0	1.0	0.0	24	69.909493	unrelated	unrelated		UN	UN
[17-2_vs_35-2]	85.121123	0	1.0	0.0	20	85.121123	unrelated	unrelated		UN	UN
[17-2_vs_36-1]	7.786198	0	1.0	0.0	2	7.786198	unrelated	unrelated		UN	UN
[17-2_vs_36-2]	76.972261	0	1.0	0.0	25	76.972261	unrelated	unrelated		UN	UN
[17-2_vs_37-1]	8.624378	0	1.0	0.0	5	8.624378	unrelated	unrelated		UN	UN
[17-2_vs_37-2]	48.983513	0	1.0	0.0	22	48.983513	unrelated	unrelated		UN	UN
[17-2_vs_38-1]	53.323684	0	1.0	0.0	24	53.323684	unrelated	unrelated		UN	UN
[17-2_vs_38-2]	54.723506	0	1.0	0.0	22	54.723506	unrelated	unrelated		UN	UN
[17-2_vs_39-2]	67.370389	0	1.0	0.0	29	67.370389	unrelated	unrelated		UN	UN
[17-2_vs_40-1]	67.81471	0	1.0	0.0	22	67.81471	unrelated	unrelated		UN	UN
[17-2_vs_41-1]	72.509209	0	1.0	0.0	27	72.509209	unrelated	unrelated		UN	UN
[17-2_vs_41-2]	77.768589	0	1.0	0.0	28	77.768589	unrelated	unrelated		UN	UN
[17-2_vs_42-1]	81.893789	0	1.0	0.0	33	81.893789	unrelated	unrelated		UN	UN
[17-2_vs_42-2]	70.960069	0	1.0	0.0	29	70.960069	unrelated	unrelated		UN	UN
[17-2_vs_43-1]	73.149613	0	1.0	0.0	28	73.149613	unrelated	unrelated		UN	UN
[17-2_vs_43-2]	57.887078	0	1.0	0.0	19	57.887078	unrelated	unrelated		UN	UN
[17-2_vs_44-1]	99.502988	0	1.0	0.0	36	99.502988	unrelated	unrelated		UN	UN
[17-2_vs_44-2]	96.429098	0	1.0	0.0	35	96.429098	unrelated	unrelated		UN	UN
[17-2_vs_45-1]	64.360019	0	1.0	0.0	26	64.360019	unrelated	unrelated		UN	UN
[17-2_vs_46-1]	40.980339	0	1.0	0.0	10	40.980339	unrelated	unrelated		UN	UN
[17-2_vs_46-2]	67.420982	0	1.0	0.0	25	67.420982	unrelated	unrelated		UN	UN
[17-2_vs_47-1]	71.127716	0	1.0	0.0	32	71.127716	unrelated	unrelated		UN	UN
[17-2_vs_47-2]	71.73511	0	1.0	0.0	32	71.73511	unrelated	unrelated		UN	UN
[17-2_vs_48-1]	61.728833	0	1.0	0.0	20	61.728833	unrelated	unrelated		UN	UN
[17-2_vs_48-2]	58.954116	0	1.0	0.0	19	58.954116	unrelated	unrelated		UN	UN
[17-2_vs_49-1]	60.342676	0	1.0	0.0	22	60.342676	unrelated	unrelated		UN	UN
[17-2_vs_49-2]	46.426424	0	1.0	0.0	18	46.426424	unrelated	unrelated		UN	UN
[18-1_vs_18-2]	3101.350852	0	1.0	0.0	24	3101.350852	unrelated	unrelated		UN	UN
[18-1_vs_19-1]	287.655177	0	1.0	0.0	80	287.655177	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[18-1_vs_19-2]	289.502642	0	1.0	0.0	80	289.502642	unrelated	unrelated		UN	UN
[18-1_vs_20-1]	381.804425	0	1.0	0.0	112	381.804425	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[18-1_vs_20-2]	379.706804	0	1.0	0.0	112	379.706804	unrelated	unrelated		UN	UN
[18-1_vs_21-1]	335.159263	0	1.0	0.0	95	335.159263	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[18-1_vs_21-2]	346.220308	0	1.0	0.0	97	346.220308	unrelated	unrelated		UN	UN
[18-1_vs_22-1]	320.037477	0	1.0	0.0	89	320.037477	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[18-1_vs_22-2]	324.651315	0	1.0	0.0	93	324.651315	unrelated	unrelated		UN	UN
[18-1_vs_22-593-1-saliva]	1.323395	0	1.0	0.0	1	1.323395	unrelated	unrelated		UN	UN
[18-1_vs_22-593-2-saliva]	8.52356	0	1.0	0.0	5	8.52356	unrelated	unrelated		UN	UN
[18-1_vs_22-650-1-blood]	61.368256	0	1.0	0.0	32	61.368256	unrelated	unrelated		UN	UN
[18-1_vs_22-650-2-blood]	67.199907	0	1.0	0.0	28	67.199907	unrelated	unrelated		UN	UN
[18-1_vs_23-1]	319.051065	0	1.0	0.0	87	319.051065	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[18-1_vs_23-2]	326.967271	0	1.0	0.0	85	326.967271	unrelated	unrelated		UN	UN
[18-1_vs_24-1]	261.475701	0	1.0	0.0	69	261.475701	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[18-1_vs_24-2]	264.150028	0	1.0	0.0	70	264.150028	unrelated	unrelated		UN	UN
[18-1_vs_25-1]	381.186212	0	1.0	0.0	91	381.186212	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[18-1_vs_25-2]	374.492656	0	1.0	0.0	89	374.492656	unrelated	unrelated		UN	UN
[18-1_vs_26-1]	214.682561	0	1.0	0.0	60	214.682561	6.25	FCOR_HS		UN	4
[18-1_vs_27-1]	212.664973	0	1.0	0.0	59	212.664973	6.25	FCOR_HS		UN	4
[18-1_vs_28-1]	245.178785	0	1.0	0.0	60	245.178785	6.25	FCOR_HS		UN	4
[18-1_vs_29-1]	58.193764	0	1.0	0.0	20	58.193764	0.0	UL	UN	UN	UN
[18-1_vs_29-2]	59.182266	0	1.0	0.0	20	59.182266	unrelated	unrelated		UN	UN
[18-1_vs_30-1]	83.798224	0	1.0	0.0	23	83.798224	0.0	UL	UN	UN	UN
[18-1_vs_30-2]	80.636889	0	1.0	0.0	21	80.636889	unrelated	unrelated		UN	UN
[18-1_vs_31-1]	60.922996	0	1.0	0.0	21	60.922996	unrelated	unrelated	UN	UN	UN
[18-1_vs_31-2]	62.319263	0	1.0	0.0	22	62.319263	unrelated	unrelated		UN	UN
[18-1_vs_32-2]	92.285457	0	1.0	0.0	28	92.285457	unrelated	unrelated		UN	UN
[18-1_vs_33-1]	62.085061	0	1.0	0.0	28	62.085061	unrelated	unrelated	UN	UN	UN
[18-1_vs_33-2]	103.840489	0	1.0	0.0	37	103.840489	unrelated	unrelated		UN	UN
[18-1_vs_34-1]	32.551581	0	1.0	0.0	10	32.551581	unrelated	unrelated	UN	UN	UN
[18-1_vs_34-2]	68.735392	0	1.0	0.0	21	68.735392	unrelated	unrelated		UN	UN
[18-1_vs_35-2]	90.28081	0	1.0	0.0	24	90.28081	unrelated	unrelated		UN	UN
[18-1_vs_36-2]	76.826582	0	1.0	0.0	31	76.826582	unrelated	unrelated		UN	UN
[18-1_vs_37-1]	16.891002	0	1.0	0.0	5	16.891002	unrelated	unrelated	UN	UN	UN
[18-1_vs_37-2]	54.710619	0	1.0	0.0	28	54.710619	unrelated	unrelated		UN	UN
[18-1_vs_38-1]	77.903274	0	1.0	0.0	25	77.903274	unrelated	unrelated	UN	UN	UN
[18-1_vs_38-2]	77.631348	0	1.0	0.0	25	77.631348	unrelated	unrelated		UN	UN
[18-1_vs_39-2]	75.859031	0	1.0	0.0	29	75.859031	unrelated	unrelated		UN	UN
[18-1_vs_40-1]	54.841534	0	1.0	0.0	16	54.841534	unrelated	unrelated		UN	UN
